PROGRAMA;A;B;C;D;E;F_;G;H;I;J;K;L;M;N;O;P;Q;R;S;T_;U;V;W;X;Y;Z;AA;AB;AC;AD;AE;AF;AG;AH;AI;AJ;AK;AL;AM;AN;AO;AP;AQ;AR;AS;AT;AU;AV;AW;AX;AY;AZ;BA;BB
Orientacion Familiar Integral;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;9;8;9;8;9;8;9;9;9;9;9;9;9;8;8;1;5;8;8;9;9;8;8;8;9;9;9;9;9;9;8;8;8;8;9;8
Orientacion Familiar Integral;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;4;7;9;5;9;9;9;9;9;9;8;8;9;9;8;8;9;8;9;8;8;9;9;9;9;9
Orientacion Familiar Integral;8;8;9;9;9;9;8;9;8;8;8;8;9;9;9;9;9;9;9;9;8;9;8;9;8;8;8;8;8;9;8;8;8;9;8;8;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;8
Orientacion Familiar Integral;8;8;9;8;8;8;9;9;8;8;8;9;9;9;9;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9;8;8;9;7;8;8;8;8;8;8;8;8;7;8;8;8;8;9;9
Orientacion Familiar Integral;8;3;3;3;9;5;9;9;9;9;9;4;9;9;7;9;9;9;9;9;7;7;7;7;1;1;1;2;1;1;1;8;8;8;8;8;7;8;8;9;6;7;8;9;7;8;8;8;8;8;8;7;8;8
Mantenimiento Industrial, Mencion Gestion Eficiente del Mantenimiento;7;7;9;9;7;8;6;9;6;6;6;6;9;6;6;6;6;6;6;7;7;5;5;5;7;5;4;2;5;5;5;8;8;7;5;7;5;7;5;6;7;7;8;9;8;7;7;6;5;5;7;7;7;7
Orientacion Familiar Integral;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Ingenieria Civil, Mencion Construccion de Vivienda Social;9;9;9;9;9;9;8;9;8;8;9;8;9;8;8;9;9;9;9;8;8;8;9;9;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9;9;9;8;9;8;8;8;9;8;8;8;8;8;8
Zootecnia, Mencion Produccion Ganadera Sostenible;8;9;9;9;9;9;9;9;7;7;9;9;9;9;9;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;1;9;9;7;5;6;6;7;5;9;9;9;9;9;6;9;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9
Orientacion Familiar Integral;8;8;9;9;9;8;8;9;8;9;9;8;9;8;9;9;8;9;9;9;9;8;8;8;8;8;6;8;8;8;7;8;8;7;8;8;8;8;8;8;8;9;8;8;8;9;8;9;9;8;8;9;9;9
Orientacion Familiar Integral;7;9;9;9;9;9;8;9;9;9;9;9;9;8;8;8;9;9;9;9;9;8;8;8;9;9;8;8;9;9;9;9;9;9;9;9;9;9;8;9;9;9;8;9;9;9;9;9;9;8;9;9;9;9
Tecnologias de la Informacion, Mencion Seguridad de Redes y Comunicaciones;9;9;9;9;9;9;8;9;7;8;7;5;6;5;6;7;6;6;7;9;7;6;8;6;6;6;6;4;7;6;9;9;9;8;8;8;8;6;6;9;9;9;6;8;7;9;9;9;7;7;8;8;6;8
Administracion de Empresas;8;8;8;9;8;8;8;9;3;6;8;8;9;9;9;8;8;9;9;9;9;8;8;8;7;7;8;7;8;8;7;8;8;9;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;7;9;8;7;8
Educacion, Mencion Comunicacion Educativa;7;9;9;9;9;9;7;9;9;9;7;7;9;9;9;9;9;8;8;9;7;9;9;9;9;9;7;3;9;9;9;9;9;9;9;9;9;9;9;9;9;9;7;9;9;9;9;8;9;7;9;8;9;8
Orientacion Familiar Integral;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Tecnologias de la Informacion, Mencion Seguridad de Redes y Comunicaciones;9;9;9;9;9;9;8;9;7;8;7;5;6;5;6;7;6;6;7;9;7;6;8;6;6;6;6;4;7;6;9;9;9;8;8;8;8;6;6;9;9;9;6;8;7;9;9;9;7;7;8;8;6;8
Mantenimiento Industrial, Mencion Gestion Eficiente del Mantenimiento;8;8;9;9;9;9;8;8;8;9;9;8;9;9;9;9;8;9;9;9;9;9;8;9;9;9;9;7;9;7;8;8;9;8;5;8;8;9;9;9;9;9;6;9;9;9;9;6;8;8;9;9;9;9
Ingenieria Civil, Mencion Construccion de Vivienda Social;8;8;8;8;9;9;7;9;9;8;8;7;8;8;8;8;8;8;8;9;8;8;8;8;9;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;7;8;8;8;8;8;8
Educacion, Mencion Comunicacion Educativa;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Agronomia, Mencion Produccion Agricola Sostenible;9;5;7;9;5;8;9;9;9;9;9;9;7;9;8;9;8;9;9;9;9;6;7;9;7;8;8;8;6;5;8;8;9;5;7;6;8;7;5;9;9;8;7;8;7;9;8;8;7;7;8;8;8;9
Administracion de Empresas;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Educacion, Mencion Ensenanza BAsica;9;7;9;9;9;9;9;9;7;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Administracion de Empresas;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
